FULL_ADDRESS,RENT_PER_MONTH,BEDS,BATHS,SQUARE_FEET,RENT_PRICE_PER_SQFT,STREET,CITY,ZIP_CODE,LATITUDE,LONGITUDE,RENT_TOTAL_COST_AFTER_30_YEARS
"2801 Telegraph Ave Unit 2803-BDR 1, Berkeley, CA 94705","$1,750.00",4,2,200,$8.75,Telegraph Ave Unit 2803-BDR 1,Berkeley,94705,37.8594124,-122.2589415,"$1,135,225.12"
"1926 Channing Way Unit Half, Berkeley, CA 94704","$2,295.00",1,1,540,$4.25,Channing Way Unit Half,Berkeley,94704,37.8652085,-122.2712298,"$1,488,766.65"
"1698 University Ave Unit 308 SB, Berkeley, CA 94703","$1,100.00",1,1,144,$7.64,University Ave Unit 308 SB,Berkeley,94703,37.8706845,-122.2777503,"$713,570.07"
"1820 Euclid Ave Apt 11, Berkeley, CA 94709","$2,000.00",0,1,400,$5.00,Euclid Ave Apt 11,Berkeley,94709,37.8757545,-122.2605273,"$1,297,400.13"
"2223 Dwight Way Unit 2, Berkeley, CA 94704","$6,495.00",5,2,"2,000",$3.25,Dwight Way Unit 2,Berkeley,94704,37.8645674,-122.2641285,"$4,213,306.93"
"1698 University Ave Unit 309 Bed PA, Berkeley, CA 94703","$1,600.00",1,1,111,$14.41,University Ave Unit 309 Bed PA,Berkeley,94703,37.8706845,-122.2777503,"$1,037,920.11"
"2140 Woolsey St Unit A, Berkeley, CA 94705","$4,400.00",3,2,"1,482",$2.97,Woolsey St Unit A,Berkeley,94705,37.8523751,-122.2644142,"$2,854,280.29"
"1698 University Ave Unit 308 SC, Berkeley, CA 94703","$1,250.00",1,1,120,$10.42,University Ave Unit 308 SC,Berkeley,94703,37.8706845,-122.2777503,"$810,875.08"
"2150 Kittredge St Unit By The Bed Shared Apartments! (2025-2026), Berkeley, CA 94704","$1,300.00",2,2,853,$1.52,Kittredge St Unit By The Bed Shared Apartments! (2025-2026),Berkeley,94704,37.8685596,-122.2666404,"$843,310.09"
"2640 Shattuck Ave Unit 612, Berkeley, CA 94704","$3,295.00",1,1,672,$4.90,Shattuck Ave Unit 612,Berkeley,94704,37.8609821,-122.2673179,"$2,137,466.72"
"32 Kenilworth Dr Unit B, Kensington, CA 94707","$3,250.00",5,4,"3,504",$0.93,Kenilworth Dr Unit B,Kensington,94707,37.9155771,-122.2823082,"$2,108,275.22"
"2115 Haste St Unit 102, Berkeley, CA 94704","$2,495.00",1,1,420,$5.94,Haste St Unit 102,Berkeley,94704,37.8652447,-122.2666943,"$1,618,506.67"
"1812 University Ave Unit 2 Bedroom 1 Bathroom, Berkeley, CA 94703","$3,595.00",2,2,727,$4.94,University Ave Unit 2 Bedroom 1 Bathroom,Berkeley,94703,37.8710129,-122.2746711,"$2,332,076.74"
"2467 Warring St Unit 304, Berkeley, CA 94704","$3,800.00",2,2,906,$4.19,Warring St Unit 304,Berkeley,94704,37.8661289,-122.2501001,"$2,465,060.25"
"2077 Haste St Unit 306, Berkeley, CA 94704","$3,845.00",1,1,651,$5.91,Haste St Unit 306,Berkeley,94704,37.8650988,-122.2678889,"$2,494,251.75"
"2467 Warring St Unit 302, Berkeley, CA 94704","$3,400.00",2,2,906,$3.75,Warring St Unit 302,Berkeley,94704,37.8661289,-122.2501001,"$2,205,580.23"
"2077 Haste St Unit 602, Berkeley, CA 94704","$7,420.00",3,2,"1,360",$5.46,Haste St Unit 602,Berkeley,94704,37.8650988,-122.2678889,"$4,813,354.49"
"2077 Haste St Unit 606, Berkeley, CA 94704","$4,029.00",1,1,651,$6.19,Haste St Unit 606,Berkeley,94704,37.8650988,-122.2678889,"$2,613,612.57"
"2077 Haste St Unit 802, Berkeley, CA 94704","$7,512.00",3,2,"1,360",$5.52,Haste St Unit 802,Berkeley,94704,37.8650988,-122.2678889,"$4,873,034.90"
"2077 Haste St Unit 406, Berkeley, CA 94704","$3,937.00",1,1,651,$6.05,Haste St Unit 406,Berkeley,94704,37.8650988,-122.2678889,"$2,553,932.16"
"2077 Haste St Unit 502, Berkeley, CA 94704","$7,329.00",3,2,"1,360",$5.39,Haste St Unit 502,Berkeley,94704,37.8650988,-122.2678889,"$4,754,322.79"
"2077 Haste St Unit 404, Berkeley, CA 94704","$5,587.00",2,2,930,$6.01,Haste St Unit 404,Berkeley,94704,37.8650988,-122.2678889,"$3,624,287.27"
"2077 Haste St Unit 705, Berkeley, CA 94704","$5,770.00",2,2,930,$6.20,Haste St Unit 705,Berkeley,94704,37.8650988,-122.2678889,"$3,742,999.38"
"2077 Haste St Unit 504, Berkeley, CA 94704","$5,679.00",2,2,930,$6.11,Haste St Unit 504,Berkeley,94704,37.8650988,-122.2678889,"$3,683,967.68"
"2077 Haste St Unit 305, Berkeley, CA 94704","$4,809.00",2,2,930,$5.17,Haste St Unit 305,Berkeley,94704,37.8650988,-122.2678889,"$3,119,598.62"
"2701 Shattuck Ave Unit 506, Berkeley, CA 94705","$3,395.00",1,1,583,$5.82,Shattuck Ave Unit 506,Berkeley,94705,37.859987,-122.2667154,"$2,202,336.72"
"1816 Fairview St Unit 07, Berkeley, CA 94703","$2,450.00",2,1,860,$2.85,Fairview St Unit 07,Berkeley,94703,37.8502614,-122.2720356,"$1,589,315.16"
"2701 Shattuck Ave Unit 503 Furnished, Berkeley, CA 94705","$2,995.00",0,1,377,$7.94,Shattuck Ave Unit 503 Furnished,Berkeley,94705,37.859987,-122.2667154,"$1,942,856.70"
"2640 Shattuck Ave Unit 603, Berkeley, CA 94704","$2,725.00",0,1,473,$5.76,Shattuck Ave Unit 603,Berkeley,94704,37.8609821,-122.2673179,"$1,767,707.68"
"1812 Delaware St Unit 103, Berkeley, CA 94703","$2,295.00",1,1,700,$3.28,Delaware St Unit 103,Berkeley,94703,37.8737901,-122.2749346,"$1,488,766.65"
"2442 Piedmont Ave Unit 18, Berkeley, CA 94704","$3,700.00",2,1,675,$5.48,Piedmont Ave Unit 18,Berkeley,94704,37.8663686,-122.2518957,"$2,400,190.25"
"2077 Haste St Unit 403, Berkeley, CA 94704","$6,045.00",2,2,"1,050",$5.76,Haste St Unit 403,Berkeley,94704,37.8650988,-122.2678889,"$3,921,391.90"
"2077 Haste St Unit 203, Berkeley, CA 94704","$5,954.00",2,2,"1,050",$5.67,Haste St Unit 203,Berkeley,94704,37.8650988,-122.2678889,"$3,862,360.19"
"1815 Highland Pl Unit 5, Berkeley, CA 94709","$1,500.00",1,1,175,$8.57,Highland Pl Unit 5,Berkeley,94709,37.8762151,-122.2556006,"$973,050.10"
"1510 Tenth St, Berkeley, CA 94710","$2,000.00",1,1,500,$4.00,Tenth St,Berkeley,94710,37.8755489,-122.2957726,"$1,297,400.13"
"1773 Oxford St Unit 102, Berkeley, CA 94709","$3,395.00",3,1,655,$5.18,Oxford St Unit 102,Berkeley,94709,37.8755773,-122.2662765,"$2,202,336.72"
"2120 Roosevelt Ave Unit 7, Berkeley, CA 94703","$2,700.00",2,1,700,$3.86,Roosevelt Ave Unit 7,Berkeley,94703,37.8693422,-122.2764752,"$1,751,490.18"
"2467 Warring St Unit 203, Berkeley, CA 94704","$3,400.00",2,1,834,$4.08,Warring St Unit 203,Berkeley,94704,37.8661289,-122.2501001,"$2,205,580.23"
"2731 Durant Ave Unit 1A, Berkeley, CA 94704","$1,395.00",1,1,200,$6.98,Durant Ave Unit 1A,Berkeley,94704,37.8687434,-122.2531365,"$904,936.59"
"1327 Milvia St Unit 05, Berkeley, CA 94709","$2,095.00",1,1,520,$4.03,Milvia St Unit 05,Berkeley,94709,37.8825802,-122.2716028,"$1,359,026.64"
"2750 Dwight Way Unit 14, Berkeley, CA 94704","$3,095.00",2,1,545,$5.68,Dwight Way Unit 14,Berkeley,94704,37.8655751,-122.2518736,"$2,007,726.71"
"1565 Arch St Unit 1569 3A, Berkeley, CA 94708","$1,100.00",3,1,130,$8.46,Arch St Unit 1569 3A,Berkeley,94708,37.8795002,-122.2645019,"$713,570.07"
"1713 Martin Luther King Junior Way Apt D, Berkeley, CA 94709","$3,095.00",2,1,818,$3.78,Martin Luther King Junior Way Apt D,Berkeley,94709,37.8755649,-122.2729947,"$2,007,726.71"
"1565 Arch St Unit 1565 Unit, Berkeley, CA 94708","$3,600.00",2,1,709,$5.08,Arch St Unit 1565 Unit,Berkeley,94708,37.8795002,-122.2645019,"$2,335,320.24"
"1935 Addison St Unit 513, Berkeley, CA 94704","$4,295.00",3,1,810,$5.30,Addison St Unit 513,Berkeley,94704,37.8709433,-122.2713713,"$2,786,166.78"
"1935 Addison St Unit 307, Berkeley, CA 94704","$3,945.00",2,2,911,$4.33,Addison St Unit 307,Berkeley,94704,37.8709433,-122.2713713,"$2,559,121.76"
"1935 Addison St Unit 212, Berkeley, CA 94704","$3,995.00",2,2,796,$5.02,Addison St Unit 212,Berkeley,94704,37.8709433,-122.2713713,"$2,591,556.76"
"1935 Addison St Unit 205, Berkeley, CA 94704","$4,395.00",3,2,820,$5.36,Addison St Unit 205,Berkeley,94704,37.8709433,-122.2713713,"$2,851,036.79"
"1935 Addison St Unit 304, Berkeley, CA 94704","$2,475.00",0,1,393,$6.30,Addison St Unit 304,Berkeley,94704,37.8709433,-122.2713713,"$1,605,532.66"
"2025 Kala Bagai Way Unit Single Occupancy [Deluxe], Berkeley, CA 94704","$3,195.00",0,1,371,$8.61,Kala Bagai Way Unit Single Occupancy [Deluxe],Berkeley,94704,37.871682,-122.267474,"$2,072,596.71"
"2025 Kala Bagai Way Unit Single Occupancy [Standard], Berkeley, CA 94704","$2,595.00",0,1,371,$6.99,Kala Bagai Way Unit Single Occupancy [Standard],Berkeley,94704,37.871682,-122.267474,"$1,683,376.67"
"2819 Derby St Unit 302, Berkeley, CA 94705","$5,750.00",3,2,"1,200",$4.79,Derby St Unit 302,Berkeley,94705,37.8624605,-122.250438,"$3,730,025.38"
"2255 Hearst Ave Unit 6, Berkeley, CA 94709","$2,395.00",1,1,560,$4.28,Hearst Ave Unit 6,Berkeley,94709,37.8745654,-122.2651242,"$1,553,636.66"
"1930 Channing Way Apt 1E, Berkeley, CA 94704","$2,750.00",2,1,555,$4.95,Channing Way Apt 1E,Berkeley,94704,37.8651056,-122.2708117,"$1,783,925.18"
"1812 Delaware St Unit 205, Berkeley, CA 94703","$2,645.00",2,1,800,$3.31,Delaware St Unit 205,Berkeley,94703,37.8737901,-122.2749346,"$1,715,811.68"
"1812 University Ave Unit 409, Berkeley, CA 94703","$2,595.00",0,1,542,$4.79,University Ave Unit 409,Berkeley,94703,37.8710129,-122.2746711,"$1,683,376.67"
"1643 Prince St Unit 05, Berkeley, CA 94703","$1,945.00",1,1,550,$3.54,Prince St Unit 05,Berkeley,94703,37.8522288,-122.274694,"$1,261,721.63"
"1812 University Ave Unit 308, Berkeley, CA 94703","$2,695.00",0,1,595,$4.53,University Ave Unit 308,Berkeley,94703,37.8710129,-122.2746711,"$1,748,246.68"
"2942 Hillegass Ave Unit 1, Berkeley, CA 94705","$3,890.00",2,1,920,$4.23,Hillegass Ave Unit 1,Berkeley,94705,37.8565184,-122.2556436,"$2,523,443.26"
"1812 University Ave Unit 310, Berkeley, CA 94703","$2,495.00",0,1,420,$5.94,University Ave Unit 310,Berkeley,94703,37.8710129,-122.2746711,"$1,618,506.67"
"1856 Spruce St Unit 17, Berkeley, CA 94709","$2,495.00",0,1,380,$6.57,Spruce St Unit 17,Berkeley,94709,37.8745654,-122.2657023,"$1,618,506.67"
"1812 University Ave Unit 302, Berkeley, CA 94703","$2,795.00",1,1,675,$4.14,University Ave Unit 302,Berkeley,94703,37.8710129,-122.2746711,"$1,813,116.69"
"1812 University Ave Unit 306, Berkeley, CA 94703","$2,550.00",0,1,420,$6.07,University Ave Unit 306,Berkeley,94703,37.8710129,-122.2746711,"$1,654,185.17"
"2505 Virginia St Unit 7, Berkeley, CA 94709","$2,395.00",1,1,450,$5.32,Virginia St Unit 7,Berkeley,94709,37.8779815,-122.2604703,"$1,553,636.66"
"2255 Hearst Ave Unit 24, Berkeley, CA 94709","$2,295.00",0,1,378,$6.07,Hearst Ave Unit 24,Berkeley,94709,37.8745654,-122.2651242,"$1,488,766.65"
"2636 Warring St Unit 305, Berkeley, CA 94704","$3,700.00",2,1,800,$4.63,Warring St Unit 305,Berkeley,94704,37.8627587,-122.2504682,"$2,400,190.25"
"2732 Haste St Unit 28, Berkeley, CA 94704","$3,150.00",2,1,598,$5.27,Haste St Unit 28,Berkeley,94704,37.8664826,-122.2523759,"$2,043,405.21"
"1930 Channing Way Apt 1H, Berkeley, CA 94704","$3,650.00",3,1,745,$4.90,Channing Way Apt 1H,Berkeley,94704,37.8651056,-122.2708117,"$2,367,755.24"
"1713 Martin Luther King Junior Way Apt C, Berkeley, CA 94709","$1,695.00",0,1,235,$7.21,Martin Luther King Junior Way Apt C,Berkeley,94709,37.8755649,-122.2729947,"$1,099,546.61"
"2232 Blake St Unit 4, Berkeley, CA 94704","$3,100.00",2,1,900,$3.44,Blake St Unit 4,Berkeley,94704,37.8633176,-122.2633655,"$2,010,970.21"
"2185 Dwight Way Unit 01, Berkeley, CA 94704","$7,700.00",5,3,"1,410",$5.46,Dwight Way Unit 01,Berkeley,94704,37.8643576,-122.2654549,"$4,994,990.51"
"2025 Kala Bagai Way Unit 508 (BMR), Berkeley, CA 94704","$1,363.00",0,1,399,$3.42,Kala Bagai Way Unit 508 (BMR),Berkeley,94704,37.871682,-122.267474,"$884,178.19"
"3908 Yellowstone Cir, Chino, CA 91710","$2,450.00",2,1,920,$2.66,Yellowstone Cir,Chino,91710,33.9870254,-117.7205985,"$1,589,315.16"
"16718 Elk Horn Ave, Chino Hills, CA 91709","$4,100.00",4,3,"2,263",$1.81,Elk Horn Ave,Chino Hills,91709,33.94962,-117.6812217,"$2,659,670.27"
"3633 Bayberry Dr, Chino Hills, CA 91709","$3,600.00",4,3,"1,743",$2.07,Bayberry Dr,Chino Hills,91709,33.9653109,-117.7251253,"$2,335,320.24"
"16376 Brancusi Ln, Chino Hills, CA 91709","$4,500.00",4,3,"2,560",$1.76,Brancusi Ln,Chino Hills,91709,33.9560555,-117.6935643,"$2,919,150.30"
"2290 Norte Vista Dr, Chino Hills, CA 91709","$1,360.00",4,3,"1,671",$0.81,Norte Vista Dr,Chino Hills,91709,34.0100244,-117.7546837,"$882,232.09"
"16370 Oldenburg Dr, Chino Hills, CA 91709","$4,600.00",5,3,"2,780",$1.65,Oldenburg Dr,Chino Hills,91709,33.9565644,-117.6929718,"$2,984,020.30"
"5162 Picasso Dr, Chino Hills, CA 91709","$4,700.00",4,3,"2,780",$1.69,Picasso Dr,Chino Hills,91709,33.9571594,-117.6911297,"$3,048,890.31"
"3110 Hillview Dr N, Chino, CA 91710","$2,000.00",1,1,800,$2.50,Hillview Dr N,Chino,91710,34.0157293,-117.7374515,"$1,297,400.13"
"5579 Avenida de Portugal, Chino Hills, CA 91709","$6,300.00",4,3,"3,000",$2.10,Avenida de Portugal,Chino Hills,91709,33.9420321,-117.6832714,"$4,086,810.42"
"2802 Olympic View Dr, Chino Hills, CA 91709","$4,800.00",4,3,"2,687",$1.79,Olympic View Dr,Chino Hills,91709,34.0059111,-117.7436996,"$3,113,760.32"
"2350 Madrugada Dr, Chino Hills, CA 91709","$5,500.00",4,3,"2,121",$2.59,Madrugada Dr,Chino Hills,91709,34.0051375,-117.7534984,"$3,567,850.36"
"16607 Sagebrush St, Chino Hills, CA 91709","$4,600.00",5,3,"3,007",$1.53,Sagebrush St,Chino Hills,91709,33.9519604,-117.6862694,"$2,984,020.30"
"4145 El Molino Blvd, Chino Hills, CA 91709","$1,600.00",1,1,700,$2.29,El Molino Blvd,Chino Hills,91709,33.9733582,-117.7140515,"$1,037,920.11"
"15544 Esther St, Chino Hills, CA 91709",$800.00,1,1,"1,725",$0.46,Esther St,Chino Hills,91709,33.9709945,-117.7003188,"$518,960.05"
"4930 Fairway Blvd, Chino Hills, CA 91709","$2,700.00",3,2,"1,132",$2.39,Fairway Blvd,Chino Hills,91709,33.9729211,-117.69692,"$1,751,490.18"
"16718 Oak Way Ln, Chino Hills, CA 91709","$3,000.00",1,2,"1,120",$2.68,Oak Way Ln,Chino Hills,91709,33.949583,-117.7785434,"$1,946,100.20"
"15823 Old Hickory Ln, Chino Hills, CA 91709","$3,900.00",4,3,"2,372",$1.64,Old Hickory Ln,Chino Hills,91709,33.9658613,-117.6964426,"$2,529,930.26"
"1715 Rancho Hills Dr, Chino Hills, CA 91709","$6,500.00",4,3,"2,472",$2.63,Rancho Hills Dr,Chino Hills,91709,33.9869469,-117.7671834,"$4,216,550.43"
"2414 Sweet Water Ct, Chino Hills, CA 91709","$3,700.00",4,3,"2,130",$1.74,Sweet Water Ct,Chino Hills,91709,33.9886017,-117.7515289,"$2,400,190.25"
"13133 Le Parc Blvd Unit 911, Chino Hills, CA 91709","$2,500.00",2,2,962,$2.60,Le Parc Blvd Unit 911,Chino Hills,91709,34.015336,-117.7492082,"$1,621,750.17"
"2744 La Salle Pointe, Chino Hills, CA 91709","$4,000.00",4,3,"2,289",$1.75,La Salle Pointe,Chino Hills,91709,33.9870915,-117.7452813,"$2,594,800.26"
"2400 Calle Bienvenida, Chino Hills, CA 91709","$4,300.00",4,3,"2,009",$2.14,Calle Bienvenida,Chino Hills,91709,33.9803622,-117.7519148,"$2,789,410.28"
"6250 Fleetwood Ln, Chino Hills, CA 91709","$4,000.00",4,3,"2,220",$1.80,Fleetwood Ln,Chino Hills,91709,33.9321131,-117.6684036,"$2,594,800.26"
"5753 Doverton Way, Chino Hills, CA 91709","$4,000.00",4,3,"2,098",$1.91,Doverton Way,Chino Hills,91709,33.9616271,-117.6794651,"$2,594,800.26"
"16596 Timberview Ave, Chino Hills, CA 91709","$3,600.00",4,3,"1,732",$2.08,Timberview Ave,Chino Hills,91709,33.951999,-117.6798796,"$2,335,320.24"
"15986 Wilmington Rd, Chino Hills, CA 91709","$3,695.00",3,3,"1,698",$2.18,Wilmington Rd,Chino Hills,91709,33.9632356,-117.6850343,"$2,396,946.74"
"4463 Sawgrass Ct, Chino Hills, CA 91709","$4,200.00",5,3,"2,063",$2.04,Sawgrass Ct,Chino Hills,91709,33.9594478,-117.7071356,"$2,724,540.28"
"16672 Carob Ave, Chino Hills, CA 91709","$4,995.00",4,3,"2,807",$1.78,Carob Ave,Chino Hills,91709,33.9505388,-117.6869315,"$3,240,256.83"
"15650 Tern St, Chino Hills, CA 91709","$3,900.00",4,3,"2,283",$1.71,Tern St,Chino Hills,91709,33.9686758,-117.7320456,"$2,529,930.26"
"15547 Sandalwood Ln, Chino Hills, CA 91709","$3,490.00",4,2,"1,383",$2.52,Sandalwood Ln,Chino Hills,91709,33.9708419,-117.715448,"$2,263,963.23"
"4726 Bird Farm Rd, Chino Hills, CA 91709","$3,400.00",4,3,"1,608",$2.11,Bird Farm Rd,Chino Hills,91709,33.9756857,-117.7014377,"$2,205,580.23"
"2993 Ellis Town Dr, Tracy, CA 95377","$2,100.00",2,2,700,$3.00,Ellis Town Dr,Tracy,95377,37.7014428,-121.4706013,"$1,362,270.14"
"410 W Verano Way, Tracy, CA 95391","$3,200.00",4,3,"2,501",$1.28,W Verano Way,Tracy,95391,37.7709437,-121.5515245,"$2,075,840.21"
"5548 Posner Ave, Tracy, CA 95377","$3,300.00",4,3,"2,500",$1.32,Posner Ave,Tracy,95377,37.6900481,-121.4832868,"$2,140,710.22"
"443 Keranen Ct, Tracy, CA 95391","$3,000.00",4,3,"1,890",$1.59,Keranen Ct,Tracy,95391,37.7737061,-121.5438053,"$1,946,100.20"
"1382 Cottage Grove Ct, Tracy, CA 95377","$3,100.00",4,2,"2,388",$1.30,Cottage Grove Ct,Tracy,95377,37.7196553,-121.4641791,"$2,010,970.21"
"141 McDermott Ave, Tracy, CA 95391","$3,000.00",4,3,"1,890",$1.59,McDermott Ave,Tracy,95391,37.7746233,-121.5426032,"$1,946,100.20"
"1524 Tanya Ln, Tracy, CA 95377","$2,995.00",3,2,"1,679",$1.78,Tanya Ln,Tracy,95377,37.7007446,-121.4437502,"$1,942,856.70"
"411 S Tradition St, Tracy, CA 95391","$2,950.00",4,3,"2,451",$1.20,S Tradition St,Tracy,95391,37.7740527,-121.5421369,"$1,913,665.20"
"797 Joseph St, Tracy, CA 95391","$3,600.00",4,2,"2,808",$1.28,Joseph St,Tracy,95391,37.7682844,-121.5417808,"$2,335,320.24"
"35 Belize Ct, Tracy, CA 95377","$3,380.00",5,3,"2,789",$1.21,Belize Ct,Tracy,95377,37.7003526,-121.4256588,"$2,192,606.22"
"5620 Bardwell Ct, Tracy, CA 95377","$3,250.00",4,3,"1,867",$1.74,Bardwell Ct,Tracy,95377,37.6896886,-121.4753653,"$2,108,275.22"
"3932 Memoir Ct, Tracy, CA 95377","$3,200.00",4,3,"2,410",$1.33,Memoir Ct,Tracy,95377,37.7028649,-121.4503519,"$2,075,840.21"
"2893 Safford Ave, Tracy, CA 95377","$3,575.00",4,3,"2,945",$1.21,Safford Ave,Tracy,95377,37.7335879,-121.4695868,"$2,319,102.74"
"4494 Crabapple Ct, Tracy, CA 95377","$3,900.00",5,3,"3,710",$1.05,Crabapple Ct,Tracy,95377,37.698853,-121.4406551,"$2,529,930.26"
"244 Huntley Ave, Tracy, CA 95391","$3,900.00",4,4,"2,894",$1.35,Huntley Ave,Tracy,95391,37.7634469,-121.5416692,"$2,529,930.26"
"475 Rockingham Ct, Tracy, CA 95376","$2,700.00",4,3,"1,978",$1.37,Rockingham Ct,Tracy,95376,37.7343153,-121.4330125,"$1,751,490.18"
"722 Summer Ln, Tracy, CA 95377","$3,200.00",4,3,"2,352",$1.36,Summer Ln,Tracy,95377,37.7357335,-121.4605139,"$2,075,840.21"
"1783 Ray Wise Ln, Tracy, CA 95376","$3,100.00",4,3,"1,949",$1.59,Ray Wise Ln,Tracy,95376,37.7262272,-121.4484837,"$2,010,970.21"
"Applegate Ct, Tracy, CA 95376","$2,600.00",2,4,"1,271",$2.05,Ct,Tracy,95376,37.7525771,-121.4371603,"$1,686,620.17"
"1516 Promenade Cir, Tracy, CA 95376","$3,300.00",5,3,"3,159",$1.04,Promenade Cir,Tracy,95376,37.7449784,-121.4489426,"$2,140,710.22"
"62 Charles St, Tracy, CA 95376","$3,050.00",3,2,"1,075",$2.84,Charles St,Tracy,95376,37.7201623,-121.4266956,"$1,978,535.20"
"1821 S Willow Creek Dr, Tracy, CA 95376","$2,799.00",4,2,"1,312",$2.13,S Willow Creek Dr,Tracy,95376,37.7173426,-121.4291986,"$1,815,711.49"
"2827 Valcourt Way, Tracy, CA 95377","$2,900.00",3,3,"1,388",$2.09,Valcourt Way,Tracy,95377,37.7101087,-121.4385613,"$1,881,230.19"
"25995 Trisler Ct, Tracy, CA 95376","$4,395.00",4,4,"4,281",$1.03,Trisler Ct,Tracy,95376,37.7200322,-121.4447698,"$2,851,036.79"
"2742 Dorset Ln, Tracy, CA 95377","$3,350.00",4,3,"2,782",$1.20,Dorset Ln,Tracy,95377,37.7463994,-121.4667495,"$2,173,145.22"
"4530 Miner Dr, Tracy, CA 95377","$2,000.00",1,1,450,$4.44,Miner Dr,Tracy,95377,37.6985984,-121.4689614,"$1,297,400.13"
"231 King Arthur Ct, Tracy, CA 95376","$2,875.00",3,2,"1,660",$1.73,King Arthur Ct,Tracy,95376,37.7281292,-121.4192332,"$1,865,012.69"
"1890 Harvest Landing Ln, Tracy, CA 95376","$2,695.00",3,2,"1,661",$1.62,Harvest Landing Ln,Tracy,95376,37.728991,-121.45072,"$1,748,246.68"
"552 W Emerson Ave, Tracy, CA 95376","$2,400.00",2,1,780,$3.08,W Emerson Ave,Tracy,95376,37.7484352,-121.4343509,"$1,556,880.16"
"5 W Carlton Way, Tracy, CA 95376","$1,495.00",1,1,695,$2.15,W Carlton Way,Tracy,95376,37.7464714,-121.4260646,"$969,806.60"
"840 Vallerand Rd, Tracy, CA 95376","$2,950.00",4,3,"1,898",$1.55,Vallerand Rd,Tracy,95376,37.7514218,-121.4377249,"$1,913,665.20"
"1338 W 12th St, Tracy, CA 95376","$1,750.00",2,1,850,$2.06,W 12th St,Tracy,95376,37.7407439,-121.4425577,"$1,135,225.12"
"147 E Rodbell Ln, Tracy, CA 95391","$3,500.00",3,3,"1,893",$1.85,E Rodbell Ln,Tracy,95391,37.746422,-121.5468348,"$2,270,450.23"
"1301 Duncan Dr, Tracy, CA 95376","$2,600.00",3,2,"1,210",$2.15,Duncan Dr,Tracy,95376,37.753161,-121.4416318,"$1,686,620.17"
"50 E Grant Line Rd, Tracy, CA 95376","$1,699.00",1,1,450,$3.78,E Grant Line Rd,Tracy,95376,37.7530596,-121.4247471,"$1,102,141.41"
"404 Pescadero Ave, Tracy, CA 95376","$2,700.00",3,2,"1,337",$2.02,Pescadero Ave,Tracy,95376,37.7613344,-121.4189433,"$1,751,490.18"
"151 La Rosa Ln, Tracy, CA 95391","$3,350.00",4,3,"2,136",$1.57,La Rosa Ln,Tracy,95391,37.773021,-121.5477499,"$2,173,145.22"
"2960 Cabrillo Dr, Tracy, CA 95376","$2,595.00",3,2,"1,250",$2.08,Cabrillo Dr,Tracy,95376,37.7590703,-121.4194944,"$1,683,376.67"
"24184 Hansen Rd, Tracy, CA 95377","$1,550.00",1,1,750,$2.07,Hansen Rd,Tracy,95377,37.7382577,-121.5123862,"$1,005,485.10"
"157 W Bolinas Pl, Tracy, CA 95391","$3,199.00",3,3,"1,603",$2.00,W Bolinas Pl,Tracy,95391,37.7836308,-121.5436623,"$2,075,191.51"
"2820 Rhett Ct, Tracy, CA 95376","$3,200.00",4,3,"1,798",$1.78,Rhett Ct,Tracy,95376,37.7572765,-121.4354177,"$2,075,840.21"
"2745 Tejas Ln, Tracy, CA 95377","$4,100.00",5,5,"3,533",$1.16,Tejas Ln,Tracy,95377,37.6818145,-121.4681202,"$2,659,670.27"
"316 W Abbey Ln, Tracy, CA 95391","$2,800.00",4,3,"2,191",$1.28,W Abbey Ln,Tracy,95391,37.7890087,-121.546009,"$1,816,360.19"
"2507 Spencer Ln, Tracy, CA 95377","$3,800.00",5,3,"2,264",$1.68,Spencer Ln,Tracy,95377,37.7426833,-121.4623745,"$2,465,060.25"
"1890 Foxtail Way Unit one bedroom, Tracy, CA 95376",$750.00,1,1,120,$6.25,Foxtail Way Unit one bedroom,Tracy,95376,37.7354165,-121.4507943,"$486,525.05"
"167 N Lafayette St, Tracy, CA 95391","$3,095.00",5,3,"2,402",$1.29,N Lafayette St,Tracy,95391,37.7812966,-121.5461993,"$2,007,726.71"
"460 W Viento St, Tracy, CA 95391","$3,200.00",3,3,"2,087",$1.53,W Viento St,Tracy,95391,37.7771637,-121.5502688,"$2,075,840.21"
"288 W Adoncia Dr, Tracy, CA 95391","$2,200.00",2,2,"1,262",$1.74,W Adoncia Dr,Tracy,95391,37.778593,-121.547034,"$1,427,140.15"
"649 N Plumas Dr, Tracy, CA 95391","$2,500.00",2,2,950,$2.63,N Plumas Dr,Tracy,95391,37.7905047,-121.5554095,"$1,621,750.17"
"13 E Mount Diablo Ave, Tracy, CA 95376","$2,450.00",2,1,925,$2.65,E Mount Diablo Ave,Tracy,95376,37.7291657,-121.4247563,"$1,589,315.16"
"1705 Hummingbird Way, Tracy, CA 95376","$3,500.00",4,4,"2,612",$1.34,Hummingbird Way,Tracy,95376,37.7168213,-121.447733,"$2,270,450.23"
"424 S Derone Ln, Tracy, CA 95376","$3,200.00",4,3,"2,800",$1.14,S Derone Ln,Tracy,95376,37.7122295,-121.4200666,"$2,075,840.21"
"3660 Singh Ln, Tracy, CA 95377","$3,500.00",4,3,"3,196",$1.10,Singh Ln,Tracy,95377,37.692438,-121.4809651,"$2,270,450.23"
